Permit #,Permit Type Description,Permit Subtype Description,Date Entered,Construction Cost,Address,City,State,Subdivision Lot,Contact,Permit Type,Permit SubType,Purpose,Council District,Lon,Lat,ObjectId,Zip Code,x,y
T2024062959,Building Residential - New,"Multifamily, Townhome",7/10/2024 5:00,307220,605 RIVER PEARL PL 26,NASHVILLE,TN,UNIT 26 NEW CUMBERLAND LOT C,D+M Development LLC,CARN,CAA03R301,"Construct a townhome with 2332 SF of heated/cooled space, 400 SF of garage space, and 107 SF of porches/decks. Zoned SP. Must comply with Master Permit #CAUO - 2022010945, known as  The New Cumberland Lot C.  No construction and demolition waste will be stored on the property and such waste shall be disposed of in a clean and sanitary manner by placing it in approved containers and having such waste discarded at an approved landfill. Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) × 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage.",2,-86.81124007,36.20394309,4630,37207,-9663783.04,4328720.035
T2024062964,Building Residential - New,"Multifamily, Townhome",7/10/2024 5:00,307220,605 RIVER PEARL PL 28,NASHVILLE,TN,UNIT 28 NEW CUMBERLAND LOT C,D+M Development LLC,CARN,CAA03R301,"Construct a townhome with 2332 SF of heated/cooled space, 400 SF of garage space, and 107 SF of porches/decks. Zoned SP. Must comply with Master Permit #CAUO - 2022010945, known as  The New Cumberland Lot C.  No construction and demolition waste will be stored on the property and such waste shall be disposed of in a clean and sanitary manner by placing it in approved containers and having such waste discarded at an approved landfill. Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) × 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage.",2,-86.81114312,36.20396638,4631,37207,-9663772.247,4328723.248
T2024062966,Building Residential - New,"Multifamily, Townhome",7/10/2024 5:00,307220,605 RIVER PEARL PL 30,NASHVILLE,TN,UNIT 30 NEW CUMBERLAND LOT C,D+M Development LLC,CARN,CAA03R301,"Construct a townhome with 2332 SF of heated/cooled space, 400 SF of garage space, and 107 SF of porches/decks. Zoned SP. Must comply with Master Permit #CAUO - 2022010945, known as  The New Cumberland Lot C.  No construction and demolition waste will be stored on the property and such waste shall be disposed of in a clean and sanitary manner by placing it in approved containers and having such waste discarded at an approved landfill. Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) × 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage.",2,-86.81107178,36.20398189,4632,37207,-9663764.306,4328725.388
T2024063013,Building Residential - New,Single Family Residence,7/10/2024 5:00,0,4514 BELMONT PARK TER,NASHVILLE,TN,LOT 1 SEVEN HILLS SUB,HYDE CONSTRUCTION GROUP LLC,CARN,CAA01R301,"To construct a single family home with 4,879 SF and an attached 3 car garage. ",25,-86.80601219,36.09206147,4633,37215,-9663201.075,4313296.294
T2024063019,Building Residential - New,Single Family Residence,7/10/2024 5:00,0,4514 BELMONT PARK TER,NASHVILLE,TN,LOT 1 SEVEN HILLS SUB,HYDE CONSTRUCTION GROUP LLC,CARN,CAA01R301,"To construct a single family home with 5,364 SF and an attached 3 car garage. ",25,-86.80601219,36.09206147,4634,37215,-9663201.075,4313296.294
T2024063097,Building Residential - New,Single Family Residence,7/10/2024 5:00,197702,112 RICHMOND ST,OLD HICKORY,TN,UNIT B HOMES  AT 111 WILMINGTON STREET,POLSTON & POLSTON CONSTRUCTION INC,CARN,CAA01R301,"To demolish an existing detached garage and to construct a two-story single family dwelling with 1,549 sq ft conditioned space and 205 sq ft covered porches, Unit B of a detached two-family development. Located to the rear of an existing single-family dwelling. Not to be constructed over or obstruct any easements. Minimum 20' rear and 5' side setbacks. Minimum 6' between structures. Maximum permitted structure height 40.5' (proposed is 29.4').    THE HOLDER OF THIS PERMIT HEREBY CERTIFIES THAT ALL CONSTRUCTION AND DEMOLITION WASTE WILL BE DISPOSED IN AN APPROVED LANDFILL. THE HOLDER OF THIS PERMIT ALSO CERTIFIES THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE.    FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.    FOR EVERY 30 FEET OF STREET FRONTAGE, OR FRACTION THEREOF, ONE 2 INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY.",11,-86.64864323,36.26743045,4635,37138,-9645682.842,4337482.059
T2024063182,Building Residential - Addition,"Accessory Structure, Garage",7/10/2024 5:00,50600,231 TUSCULUM RD,ANTIOCH,TN,LOT 31 FAIR OAKS SEC. 1,RBMC LLC,CARA,CAA14U009,Building 20x30 attached garage ,27,-86.6995385,36.05658457,4636,37013,-9651348.478,4308410.118
T2024063191,Building Residential - Rehab,Single Family Residence,7/10/2024 5:00,0,1159 HUNTERS LN,NASHVILLE,TN,LOT 51 SEC 3 DALEMERE SUB,Smith Building Group,CARR,CAA01R301,Remodeling first and second floor,3,-86.75535357,36.27790199,4637,37207,-9657561.783,4338927.943
T2024063198,Building Residential - New,"Accessory Structure, Shed / Storage Bldg",7/10/2024 5:00,11592,4829 BIG HORN DR,OLD HICKORY,TN,LOT 23 SHERWOOD FOREST SEC. 1,TUFF SHED INC,CARN,CAA14U011,"Installation of a 12' x 20'  (240 sq ft) detached accessory storage shed located to the rear of an existing single-family dwelling. 16' maximum permitted structure height. Not subject to Contextual Overlay District requirements (Section 17.36.470.C). Not to be used as additional living space/sleeping quarters, detached accessory dwelling unit or for commercial purposes not authorized by the Metro zoning code. minimum 3' side and rear setbacks. Not to be constructed over or obstruct any easements.    ****RESTRICTIVE COVENANT FILED #20240708-0050818****    THE HOLDER OF THIS PERMIT HEREBY CERTIFIES THAT ALL CONSTRUCTION AND DEMOLITION WASTE WILL BE DISPOSED IN AN APPROVED LANDFILL. THE HOLDER OF THIS PERMIT ALSO CERTIFIES THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE.    FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.",11,-86.58802447,36.21825281,4638,37138,-9638934.793,4330694.329
T2024063217,Building Residential - New,"Accessory Structure, Pools - Residential",7/10/2024 5:00,60000,713 B GEORGETOWN DR,NASHVILLE,TN,LOT 16 SEC 3 BROOK MEADE,BUILD NASHVILLE LLC,CARN,CAA14U017,"To construct a 45' x 14' in-ground pool and spa located to the rear of proposed single-family dwelling to be constructed under permit #T2024063219.     MUST COMPLY WITH IRC FENCING CODES AND STATE OF TENNESSEE POOL ALARM LAWS. Proof of purchase for pool alarm attached.    Not to encroach any easements on property.     For every 50' site frontage, a 24  x 36  double faced sign must be placed in English and Spanish with information in regard to Metro Council Bill 2017-835.",23,-86.88899978,36.11932293,4639,37205,-9672439.211,4317052.469
T2024063218,Building Demolition Permit,Demolition Permit - Residential,7/10/2024 5:00,5000,217 CLEVELAND ST,NASHVILLE,TN,COMMON AREA HOMES AT 217 CLEVELAND STREET,music city electrical engineering,CADM,CAZ01A001,"To demolish the existing SF dwelling and any accessory structures in preparation for redevelopment consistent with approved SP zone district (SP Final Site Plan Case #2021SP-019-002 & 202101317). Historical Zoning Commission flag on demolition permits.    Work per this permit must commence within thirty (30) days of issuance* and be completed sixty (60) days after commencement. This permit expires ninety (90) days of its issuance. Please call 811 before you dig. No construction and demolition waste will be stored on the property and the person demolishing a dwelling or structure is responsible to remove from the premises all demolition debris resulting from such demolition and to properly dispose of all demolition debris in an approved landfill. Not to be burned on lot.    * Within thirty days of the date of issuance of this permit, an affidavit shall be submitted to the director certifying the date that demolition has commenced and describing the nature of the work performed to date. If no such affidavit is submitted within thirty days of issuance, the demolition permit shall be deemed invalid.",5,-86.76900704,36.18738165,4640,37207,-9659081.68,4326435.525
T2024063219,Building Residential - New,Single Family Residence,7/10/2024 5:00,924826,713 GEORGETOWN DR,NASHVILLE,TN,LOT 16 SEC 3 BROOK MEADE,BUILD NASHVILLE LLC,CARN,CAA01R301,"TO CONSTRUCT A TWO-STORY SINGLE-FAMILY DWELLING WITH 7,150 SF CONDITIONED SPACE, 876 SF GARAGE AND 648 SF UNCOVERED DECK/BALCONY. RS40 ZONING. MINIMUM 15' SIDE AND 20' REAR SETBACKS, 140.1' AVERAGE MINIMUM STREET SETBACK. BUILDING COVERAGE IS 6,344SF OF 10,668SF MAX. NOT TO BE CONSTRUCTED OVER OR OBSTRUCT ANY EASEMENTS. PRIOR STRUCTURES DEMOLISHED UNDER PERMIT #2024041421.    PURSUANT TO ORDINANCE NO 2008-1263 OF THE METROPOLITAN CODE OF LAWS, I , HOLDER OF THIS PERMIT, HEREBY CERTIFY THAT ALL CONSTRUCTION AND DEMOLITION WASTE GENERATED BY ANY AND ALL ACTIVITIES GOVERNED BY THIS PERMIT SHALL BE DISPOSED OF IN AN APPROVED LANDFILL. FURTHER, I CERTIFY THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE.    FOR EVERY 30 FEET OF STREET FRONTAGE, OR FRACTION THEREOF, ONE 2 INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY.    FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.",23,-86.88900919,36.11931859,4641,37205,-9672440.259,4317051.871
T2024063226,Building Residential - New,Single Family Residence,7/10/2024 5:00,2891,503 SOUTHERN TURF DR,NASHVILLE,TN,LOT 2 SEC 2 RUSSWURM HGTS,LC Group,CARN,CAA01R301,"TO CONSTRUCT 1 UNIT OF A DETACHED TWO-FAMILY DEVELOPMENT, A NEW THREE-STORY SINGLE-FAMILY DWELLING WITH 2,891 SF CONDITIONED SPACE, 439 SF COVERED PORCHES/DECKS, AND 679 SF ATTACHED GARAGE. NOT TO BE CONSTRUCTED OVER ANY EASEMENTS. UNITS DETACHED. ",17,-86.75881505,36.12621954,4642,37211,-9657947.113,4318002.914
T2024063225,Building Residential - New,"Accessory Structure, Garage",7/10/2024 5:00,21252,1515 B PARIS AVE,NASHVILLE,TN,PT LOTS 56 & 57 VICTORIA PLACE,"POTTER, ROGER CONSTRUCTION",CARN,CAA14U009,"To construct a single-story 20’ X 22’ (440 sq ft) detached accessory garage located to the rear of an existing single-family dwelling. Structure height and setbacks as approved by Historic Zoning Commission (HZC) permit #2022043833. Not to be constructed over or obstruct any easements. Not to be used as additional living area/sleeping quarters, detached accessory dwelling unit or for commercial purposes no authorized by the Metro zoning code.    THE HOLDER OF THIS PERMIT HEREBY CERTIFIES THAT ALL CONSTRUCTION AND DEMOLITION WASTE WILL BE DISPOSED IN AN APPROVED LANDFILL. THE HOLDER OF THIS PERMIT ALSO CERTIFIES THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE.    FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.",18,-86.79419476,36.12207427,4643,37212,-9661885.565,4317431.63
T2024063228,Building Residential - New,Single Family Residence,7/10/2024 5:00,0,503 SOUTHERN TURF DR,NASHVILLE,TN,LOT 2 SEC 2 RUSSWURM HGTS,LC Group,CARN,CAA01R301,"TO CONSTRUCT 1 UNIT OF A DETACHED TWO-FAMILY DEVELOPMENT, A NEW THREE-STORY SINGLE-FAMILY DWELLING WITH 2,891 SF CONDITIONED SPACE, 439 SF COVERED PORCHES/DECKS, AND 679 SF ATTACHED GARAGE. NOT TO BE CONSTRUCTED OVER ANY EASEMENTS. UNITS DETACHED. - 1923 Seminole  ",17,-86.75881505,36.12621954,4644,37211,-9657947.113,4318002.914
T2024063264,Building Commercial - Tenant Finish Out,"Leasing / Sales Office, Other",7/11/2024 5:00,0,516 LEA AVE 100,NASHVILLE,TN,PT LOTS 9 TH 13 BARROW GROVE,aisha parker,CACT,CAD03B000,to build out 840SF of space for sixt rent a car. no change to footprint.,19,-86.77593357,36.15428827,4645,37203,-9659852.738,4321872.021
T2024063299,Building Commercial - Tenant Finish Out,Restaurant (Full Service),7/11/2024 5:00,0,6108 ROBERTSON AVE 103,NASHVILLE,TN,UNIT MASTER 2 BREEZE BLOCK,michelle oakley,CACT,CAF19A203,to build out 3693Sf of building for los agaves restaurant. no change to footprint.  bb poc michelle oakley,20,-86.86909238,36.15741804,4646,37209,-9670223.129,4322303.527
T2024063422,Building Commercial - Tenant Finish Out,"Multifamily, Condominium > 5 Unit Bldg",7/11/2024 5:00,0,321 31ST AVE N 307,NASHVILLE,TN,UNIT 307 ATHENA CONDOMINIUM AMENDED,duane cuthbertson,CACT,CAA03R299,"to construct 1914Sf dwelling unit with 111SF porches. Shell permit 2023033923.  Not to be over any easements. Pursuant # 2006-1263  Metrocode of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code.; For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.  For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",21,-86.81657848,36.14773148,4647,37203,-9664377.309,4320968.082
T2024063508,Building Residential - New,Single Family Residence,7/11/2024 5:00,193906,2949 THORNTON GROVE BLVD,NASHVILLE,TN,LOT 267 THORNTON GORVE PUD PH 4A,"NVR, INC. T/A RYAN HOMES",CARN,CAA01R301,"NEW SFD ON SLAB FOUNDATION MEASURING 1,440 SF WITH A GARAGE OF 400 SF, FRONT PORCH OF 24 SF AND REAR DECK OF 140 SF. MINIMUM REQUIRED SETBACKS: 20' STREET AND REAR, 5' SIDE. CRITICAL LOT. PUDR.  must comply with tree regulations one new two inch tree required for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",3,-86.78269513,36.25622218,4648,37207,-9660605.432,4335934.665
T2024063515,Building Residential - New,Single Family Residence,7/11/2024 5:00,207258,2970 THORNTON GROVE BLVD,NASHVILLE,TN,LOT 271 THORNTON GORVE PUD PH 4A,"NVR, INC. T/A RYAN HOMES",CARN,CAA01R301,"NEW SFD ON SLAB FOUNDATION MEASURING 1,533 SF WITH A GARAGE OF 443 SF, FRONT PORCH OF 24 SF AND REAR PATIO OF 140 SF. MINIMUM REQUIRED SETBACKS: 20' STREET AND REAR, 5' SIDE. CRITICAL LOT. PUDR.  must comply with tree regulations one new two inch tree required for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",3,-86.78175323,36.25699336,4649,37207,-9660500.58,4336041.126
T2024063668,Building Residential - Rehab,Single Family Residence,7/17/2024 5:00,33271,309 HITT LN,GOODLETTSVILLE,TN,LOT 37 CONNELL ESTATES SEC 1,3 POINTS LLC,CARR,CAA01R301,ENCLOSING AN EXISITING CARPORT TO RELOCATE A KITCHEN,10,-86.72332097,36.33656733,4650,37072,-9653995.93,4347031.892
T2024063798,Building Residential - New,Single Family Residence,7/12/2024 5:00,3031686,5 HARBOR COVE DR,OLD HICKORY,TN,LOT 2 BRANDYWINE HARBOR,"STEPHENS, RYAN CUSTOM HOMES INC",CARN,CAA01R301,"Construct Single Family Residence , 2 levels with rooftop deck , 3 car garage and additional Amazon room at garage level, elevator, conditional sq ft is 7537 and unconditioned sq ft is 2441 on .33 acres. Grinder pump is required. Brandywine Harbor HOA letter accepts the improvements.Must conform to all easements and zoning codes.",11,-86.61528088,36.24299478,4651,37138,-9641968.963,4334108.799
T2024063875,Building Residential - New,Detached Accessory Dwelling Unit,7/12/2024 5:00,99050,2701 9TH AVE S,NASHVILLE,TN,LOT 44 GALES KIRKWOOD,PALMETTO CONSTRUCTION LLC,CARN,CAA11R301,"Construction of a DADU/Garage. Dwelling area of 555 SQFT of living space, 264 SQFT, AND 393.6 OF STORAGE SPACE to be placed in the rear of the primary structure.  Rear setback is 10ft, and side setback is 10ft on 9th ave S side and 5ft on the other side.",17,-86.78394339,36.12263028,4652,37204,-9660744.387,4317508.256
T2024063909,Building Residential - Addition,Single Family Residence,7/12/2024 5:00,131303,3948 WOODLAWN DR,NASHVILLE,TN,PT LOTS 8 9 KIMPALONG PLACE,"MERRILL CONSTRUCTION GROUP LLC, THE",CARA,CAA01R301,"Project consists of additions and renovations to an existing 2-1/4 story brick house, including new 1-story mudroom/pantry addition, new living room addition, new second floor closet/bathroom renovation, and new covered rear porch.  RS15 Zoning.  remains single family residence.  only one kitchen allowed in residence.  10' min side s/b; 20' min rear s/b.  maximum allowed height of residence is 45' three floors maximum.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",24,-86.83787809,36.1251453,4653,37205,-9666748.371,4317854.864
T2024064007,Building Residential - New,Single Family Residence,7/12/2024 5:00,469926,4107 SAUNDERS AVE,NASHVILLE,TN,LOT 57 MAPLEWOOD HGTS,NOVA CONSTRUCTORS LLC,CARN,CAA01R301,"to construct a single family residence with 3000 SF of living space, and 1752 SF of uncovered porches/decks",7,-86.73506974,36.22394501,4654,37216,-9655303.797,4331479.775
T2024064135,Building Sign Permit,Sign - Ground /  Wall Signs,7/15/2024 5:00,33000,1801 HAYES ST,NASHVILLE,TN,LOT 1 CONCORD HOSPITALITY MIN. SUB.,TRI STAR TRANSPORT LLC,CASN,CAZ02A001,"To erect/replace 2 illuminated wall signs for Residence Inn by Marriott. Neither wall sign to exceed 15% of the façade. Electrical sign permit needed.    POC: Aquilla Cartwright, permitting@tristartransport.com, 615-687-4170.    ***Plans have been reviewed and stamped.  Attachment has been uploaded in CityWorks.***",19,-86.79686087,36.1537094,4655,37203,-9662182.355,4321792.213
T2024064012,Building Residential - New,"Accessory Structure, Garage",7/12/2024 5:00,49459,4107 B SAUNDERS AVE,NASHVILLE,TN,LOT 57 MAPLEWOOD HGTS,NOVA CONSTRUCTORS LLC,CARN,CAA14U009,to construct a 1024 SF garage/carport combo,7,-86.73535419,36.2240157,4656,37216,-9655335.462,4331489.529
T2024064171,Building Demolition Permit,Demolition Permit - Commercial,7/15/2024 5:00,0,923 DICKERSON PIKE,NASHVILLE,TN,E SIDE DICKERSON PIKE S OF EVANSTON AVE,ben azzi,CADM,CAZ01A002,to demolish existing building. not to be buried or burned on site.,5,-86.77288409,36.18869994,4657,37207,-9659513.272,4326617.354
T2024064185,Building Commercial - Rehab,"Automobile Convenience, Markets",7/15/2024 5:00,600000,1189 MURFREESBORO PIKE,NASHVILLE,TN,LOT 1 GLENGARRY PARK COMMERCIAL DEVELOPMENT SEC. 2,valerie grango,CACR,CAF24M003,"to conduct renovations to existing space and expand into adjacent space for circle K. Total 5,134 SF mercantile tenant space. no change to footprint.  MIP third party plans review.  bb poc andrew pieri",16,-86.70420999,36.1207544,4658,37217,-9651868.506,4317249.738
T2024064205,Building Demolition Permit,Demolition Permit - Commercial,7/15/2024 5:00,0,3315 JOHN MALLETTE DR,NASHVILLE,TN,S/S JOHN MALLETTE DR & W OF COUNTY HOSPITAL RD,kendra winbush,CADM,CAZ01A002,to demolish existing building. not to be buried or burned on site.,1,-86.83467271,36.19347551,4659,37218,-9666391.549,4327276.065
T2024064219,Building Demolition Permit,Demolition Permit - Residential,7/15/2024 5:00,10000,1014 BATE AVE,NASHVILLE,TN,LOT 10 W S CRIDDLE SUB LAWRENCE,Southern Edge Construction LLC,CADM,CAZ01A001,"To demolish existing house and detached storage building in accordance with all codes and guidelines.  MHZC must review application.  not to be burned on lot.  R8 base Zoning.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",18,-86.78691516,36.13180081,4660,37204,-9661075.203,4318772.148
T2024064223,Building Commercial - New,"Recreation Center, Community Halls",7/15/2024 5:00,0,3315 JOHN MALLETTE DR,NASHVILLE,TN,S/S JOHN MALLETTE DR & W OF COUNTY HOSPITAL RD,kendra winbush,CACN,CAL12A303,"to construct 8900SF 2 story office building and community space for fifty forward and creative girls rock. not to be over any easements.    ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***  bb poc Kendra winbush",1,-86.83467271,36.19347551,4661,37218,-9666391.549,4327276.065
T2024064286,Building Commercial - Tenant Finish Out,"General Office, Professional Services",7/15/2024 5:00,2456952,21 PLATFORM WAY S 1400,NASHVILLE,TN,UNIT NY PARCEL 3 DEVELOPMENT NASHVILLE YARDS P 2/3 CONDOMINIUM,lizeth nunez,CACT,CAD02B016,to conduct interior renovations to office suite on 14th floor. no change to footprint.  bb poc lizeth nunez,19,-86.78561627,36.15992249,4662,37203,-9660930.611,4322648.831
T2024064300,Building Commercial - Rehab,Hotel / Motel,7/15/2024 5:00,0,820 4TH AVE N,NASHVILLE,TN,PT LOT 3 SULPHUR DELL RESUB,kiana redding,CACR,CAF14R102,to conduct renovations to convert existing apartments to hotel for coboda llc at starling. no change to footprint.,19,-86.78349502,36.17179823,4663,37219,-9660694.475,4324286.366
T2024064315,Building Commercial - Rehab,Restaurant (Full Service),7/15/2024 5:00,0,3990 HILLSBORO PIKE 210,NASHVILLE,TN,LOT 1 ANDREW CASTLEMAN LANDS CONSOLIDATION LOTS 1 & 2,michelle oakley,CACR,CAF19A203,to conduct renovations to existing space for vertis suite 210. no change to footprint.  bb poc michelle oakley,25,-86.81399731,36.1044561,4664,37215,-9664089.974,4315003.906
T2024064332,Building Residential - New,"Accessory Structure, Shed / Storage Bldg",7/15/2024 5:00,15553,3948 WOODLAWN DR,NASHVILLE,TN,PT LOTS 8 9 KIMPALONG PLACE,"MERRILL CONSTRUCTION GROUP LLC, THE",CARN,CAA14U011,"New Pool Pavilion structure approximately 322 SF with 3 open sides and a fireplace to the rear of home. Minimum rear setback is 20' ft, minimum side setback is 10' ft.      THE HOLDER OF THIS PERMIT HEREBY CERTIFIES THAT ALL CONSTRUCTION AND DEMOLITION WASTE WILL BE DISPOSED IN AN APPROVED LANDFILL. THE HOLDER OF THIS PERMIT ALSO CERTIFIES THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE.",24,-86.83787809,36.1251453,4665,37205,-9666748.371,4317854.864
T2024064393,Building Residential - Addition,"Accessory Structure, Decks",7/15/2024 5:00,47300,4010 HAVENDALE DR,NASHVILLE,TN,LOT 170 DALEMERE SUB SEC.7.,DURANTE COMPANIES INC,CARA,CAA14U015,"BUILDING A NEW 10X30 COMPOSITE DECK ON REAR OF HOUSE IN SAME PLACE AS OLD DECK AN 6 FEET SMALLER IN WIDTH.  RS20 Zoning.  10' min side s/b; 20' min rear s/b.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",3,-86.76187647,36.27623405,4666,37207,-9658287.909,4338697.625
T2024064398,Building Residential - Addition,Single Family Residence,7/15/2024 5:00,21119,420 B ROSEBANK AVE,NASHVILLE,TN,UNIT B 420 ROSEBANK AVE TOWNHOMES,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),CARA,CAA01R301,"To construct an 33' X 26'5' uncovered deck to the rear of an existing single-family dwelling,. Not to be constructed over or obstruct any easements. Minimum 20' rear and 5' side setbacks.    THE HOLDER OF THIS PERMIT HEREBY CERTIFIES THAT ALL CONSTRUCTION AND DEMOLITION WASTE WILL BE DISPOSED IN AN APPROVED LANDFILL. THE HOLDER OF THIS PERMIT ALSO CERTIFIES THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE.    FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.",6,-86.71912655,36.18742786,4667,37206,-9653529.01,4326441.899
T2024064412,Building Residential - New,Duplex,7/15/2024 5:00,450993,1616 7TH AVE N,NASHVILLE,TN,UNIT 1616 HOMES AT 1616 7TH AVE NORTH,Timo6 LLC,CARN,CAA02R302,"Build new 3-story attached HPR unit (1 of 2 units) with 3483 SF of heated and cooled space,  192 SF first story entry stoop, 134 SF 3rd floor balcony, and 537 SF roof top deck. Max height 45' ft. Front contextual setback at 28.8'ft. Minimum side setback 5' ft. Minimum rear setback 20' ft.  Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) × 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage. No construction and/or demolition waste shall be stored on the property all such waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.",19,-86.79446802,36.18060429,4668,37208,-9661915.984,4325500.785
T2024064415,Building Residential - New,Duplex,7/15/2024 5:00,450993,1618 7TH AVE N,NASHVILLE,TN,UNIT 1618 HOMES AT 1616 7TH AVE NORTH,Timo6 LLC,CARN,CAA02R302,"Build new 3-story attached HPR unit (2 of 2 units) with 3483 SF of heated and cooled space, 192 SF first story entry stoop, 134 SF 3rd floor balcony, and 537 SF roof top deck. Max height 45' ft. Front contextual setback at 28.8'ft. Minimum side setback 5' ft. Minimum rear setback 20' ft. Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) × 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage. No construction and/or demolition waste shall be stored on the property all such waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.",19,-86.79431388,36.18066932,4669,37208,-9661898.825,4325509.754
