Permit #,Permit Type Description,Permit Subtype Description,Date Entered,Construction Cost,Address,City,State,Subdivision Lot,Contact,Permit Type,Permit SubType,Purpose,Council District,Lon,Lat,ObjectId,Zip Code,x,y,Permit Description
T2024016566,Building Commercial - New,Automotive Service,2/23/2024 6:00,0,14901 A OLD HICKORY BLVD,NASHVILLE,TN,LOT 1 CEDAR SQUARE SHOPPING CENTER & PT CLOSED ST,juan durruty,CACN,CAF05M004,to construct new SF tire shop for all star tire shop. not to be over any easements.  bb poc juan durruty,31,-86.70284421,36.04481324,4871,37211,-9651716.468,4306789.358,Building Commercial New
T2024017222,Building Commercial - Rehab,"Retail, Department / Retail Stores",2/26/2024 6:00,60000,2700 MURFREESBORO PIKE,ANTIOCH,TN,LOT 2 J E MOSS FUTURE DEVELOPMENT RESUB LOT 1 SEC 1,will jenner,CACR,CAF20M001,To add brick façade to 2 sides of existing grocery store building To add brick façade to all 4 sides of exist building in the rear of property. no change to footprint.  bb poc will jenner,29,-86.63514356,36.07154216,4876,37013,-9644180.066,4310469.933,Building Commercial Rehab
T2024017384,Building Commercial - Rehab,"Personal Care Svcs, Barber/Beauty Shops",2/26/2024 6:00,0,2606 A NOLENSVILLE PIKE,NASHVILLE,TN,PT LOT 1 RESUB BLK 26 CUMBERLAND NURSERIES,saul alejandro gonzalez barahona,CACR,CAF18B004,to conduct renovations to existing space for moderna barbershop & beauty. no change to footprint.,16,-86.74800332,36.11727484,4882,37211,-9656743.557,4316770.231,Building Commercial Rehab
T2024018782,Building Commercial - Rehab,"Personal Care Svcs,  Fitness Studio",2/29/2024 6:00,0,6104 ROBERTSON AVE,NASHVILLE,TN,UNIT MASTER 2 BREEZE BLOCK,michelle oakley,CACR,CAF18B011,to conduct renovations to existing space for vigor. no change to footprint.,20,-86.86894612,36.15708525,4895,37209,-9670206.848,4322257.643,Building Commercial Rehab
T2024018821,Building Commercial - Rehab,Hotel / Motel,2/29/2024 6:00,0,315 4TH AVE N,NASHVILLE,TN,LOT E2 COMMERCE PLACE BLK E,michelle oakley,CACR,CAF14R102,to conduct renovations to bar area for existing hotel. no change to footprint.  bb poc michelle oakley,19,-86.78026437,36.16534054,4896,37219,-9660334.841,4323395.89,Building Commercial Rehab
T2024019660,Building Commercial - New,Restaurant (Take Out),3/4/2024 6:00,0,3501 C CHARLOTTE AVE,NASHVILLE,TN,"LOTS 1 2 PT LOT 3 BLOCK 2, CHARLOTTE PARK 2ND ADDN",Terry Khan,CACN,CAF31A203,Locate a food truck on the front of existing property.,24,-86.82633489,36.15262668,4904,37209,-9665463.387,4321642.942,Building Commercial New
T2024020360,Building Commercial - Addition,"Retail, Department / Retail Stores",3/5/2024 6:00,0,1217 NORTHGATE BUSINESS PKWY,MADISON,TN,PT OF LOT 5 NORTHGATE BUSINESS PARK,richard hall,CACA,CAF20M001,to conduct exterior renovations to the façade of existing building and to add a 6x10 electrical room to the footprint of structure.,9,-86.6898088,36.28607434,4922,37115,-9650265.373,4340056.495,Building Commercial Addition
T2024020368,Building Commercial - Rehab,Park,3/5/2024 6:00,0,801 PERCY WARNER BLVD,NASHVILLE,TN,E. SIDE HIGHWAY 70 S.,chris lawson,CACR,CAL10Z000,to conduct renovations to existing bathroom building. no change to footprint.,23,-86.88959229,36.08505528,4923,37205,-9672505.169,4312331.168,Building Commercial Rehab
T2024020709,Building Commercial - Rehab,"Personal Care Svcs,  Fitness Studio",3/6/2024 6:00,0,406 11TH AVE N,NASHVILLE,TN,"LOT 2 CAPITOL VIEW RESUB OF LOTS 2,4 & 5",derek jaworski,CACR,CAF18B011,to conduct renovations to existing space for alloy personal training. no change to footprint.,19,-86.79065883,36.16279712,4927,37203,-9661491.947,4323045.188,Building Commercial Rehab
T2024021026,Building Commercial - Rehab,"College / University, Banquet Halls",3/7/2024 6:00,0,3500 JOHN A MERRITT BLVD,NASHVILLE,TN,N/E COR JOHN A. MERRITT BV AND 37TH AVENUE NORTH & PT OF CL ROW,samuel germany,CACR,CAC02A201,to conduct interior renovations to existing chick fil a inside floyd-payne center for TSU. no change to footprint.  bb poc elora philon,21,-86.82886905,36.16712706,4931,37209,-9665745.489,4323642.233,Building Commercial Rehab
T2024021089,Building Commercial - Tenant Finish Out,"Medical Office, Professional Services",3/7/2024 6:00,0,1311 21ST AVE S,NASHVILLE,TN,PT 8-15 PLM L1-6-25 PT 7-23V&M L29 PT1-28-30 DIX.PL PT CL ST,marc clinton,CACT,CAE04B016,to conduct finish out work on 3rd and 4th floors for radiology and surgical support. no change to footprint.  bb poc marc clinton,18,-86.80075514,36.14105942,4932,37212,-9662615.863,4320048.33,Building Commercial Tenant Finish Out
T2024021104,Building Commercial - New,"Building Contractor Supply, Storage S-1",3/7/2024 6:00,0,2105 18TH AVE N,NASHVILLE,TN,PT LOTS 37 38 A C DUDLEY,contreras,CACN,CAH01S001,"to construct new 1620SF 2 story building for CS roofing offices. no to be over any easements.    ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",2,-86.81248503,36.18407922,4933,37208,-9663921.628,4325980.041,Building Commercial New
T2024022087,Building Commercial - Rehab,"General Office, Professional Services",3/11/2024 5:00,451550,222 2ND AVE S,NASHVILLE,TN,OFFICE UNIT 222 2ND AVENUE,brantley beeler,CACR,CAD02B016,to conduct renovations to 250SF portion of existing lobby area for a coffee bar. no change to footprint.  bb poc brantley beeler,19,-86.77341289,36.15934114,4948,37201,-9659572.137,4322568.676,Building Commercial Rehab
T2024022981,Building Commercial - New,Automotive Service,3/13/2024 5:00,0,3010 NOLENSVILLE PIKE,NASHVILLE,TN,LOTS 1&2 J. W. PROPERTIES,jorge martinez,CACN,CAF05M004,to construct 27x30 structure over existing concrete pad for southside tires. not to be over any easements.,16,-86.74293935,36.10717783,4957,37211,-9656179.838,4315378.915,Building Commercial New
T2024023016,Building Commercial - New,Mobile Food Vendors,3/13/2024 5:00,0,204 C 3RD AVE N,NASHVILLE,TN,PT LOT 26 ORIGINAL TOWN OF NASHVILLE,makaroes youssef,CACN,CAZ04A001,to place mobile food trailer on site for best city gyros. not to be over any easements.,19,-86.77766045,36.16458792,4958,37201,-9660044.974,4323292.113,Building Commercial New
T2024023500,Building Commercial - New,"Recreation Center, Community Halls",3/14/2024 5:00,6038,437 UNION BRIDGE RD,NASHVILLE,TN,OPEN SPACE STEPHNES VALLEY ROUND ABOUT,justin crandall,CACN,CAL12A303,to construct clock tower within round about. not to be over any easements. SP zoning.  bb poc justin crandall,35,-86.96756499,36.03115237,4969,37221,-9681185.05,4304908.737,Building Commercial New
T2024024328,Building Commercial - Addition,"General Office, Professional Services",3/18/2024 5:00,0,1002 44TH AVE N,NASHVILLE,TN,PT LOTS 1 & 2 DAVIS SUB 41 OF CLIFTON,katrina frierson,CACA,CAD02B016,to construct 2nd floor addition to add 1310SF space to existing building. no change to footprint.  bb poc trina frierson,21,-86.84003492,36.16137884,4977,37209,-9666988.468,4322849.632,Building Commercial Addition
T2024025291,Building Commercial - Rehab,"Medical Office, Professional Services",3/20/2024 5:00,0,81 THOMPSON LN,NASHVILLE,TN,LOT 2 TUGGLE HGTS,botros aiyad,CACR,CAE04B016,to expand parking lot for existing dental office business on site.,16,-86.73310548,36.10959292,4993,37211,-9655085.137,4315711.686,Building Commercial Rehab
T2024025299,Building Commercial - Addition,"Retail, Department / Retail Stores",3/20/2024 5:00,1500000,3701 GALLATIN PIKE,NASHVILLE,TN,LOTS 4 & 5 PATTERSON & YOUNG,heather reiser,CACA,CAF20M001,to construct roof over existing rear patio area and rehab existing building into multiple tenant spaces. future tenants will require separate build out permits. not to be over any easements. prior permit #2023087647 for interior demo only.  bb poc design engineering,7,-86.73171855,36.2134011,4995,37216,-9654930.745,4330024.904,Building Commercial Addition
T2024025757,Building Commercial - Rehab,Vehicular Rental / Leasing,3/21/2024 5:00,0,1185 FREIGHTLINER DR,NASHVILLE,TN,END OF FREIGHTLINER DR  N. OF LEBANON PIKE,shea mason,CACR,CAF33S001,to conduct interior renovations to existing building for penske truck leasing. no change to footprint.  bb poc shea mason,15,-86.73522314,36.15703015,5001,37210,-9655320.874,4322250.047,Building Commercial Rehab
T2024025764,Building Commercial - New,Mobile Food Vendors,3/21/2024 5:00,15000,1814 B NOLENSVILLE PIKE,NASHVILLE,TN,"LOTS 10,11,12,13 PT LOT 9 PRIGMORE SUB.",hermes darwin interiano,CACN,CAZ04A001,to place new 7x23 food truck on site. not to be over any easements.,17,-86.75928242,36.13515748,5002,37210,-9657999.141,4319234.805,Building Commercial New
T2024026209,Building Commercial - Rehab,"Retail, Department / Retail Stores",3/22/2024 5:00,5000,3138 DICKERSON PIKE,NASHVILLE,TN,LOT 3 COATS INDUSTRIAL PARK 1ST REV,dipakkumer bhavsar,CACR,CAF20M001,"REHAB FOR 108 SMOKE BEER AND LOTTO. CONVERT VACANT SPACE TO RETAIL SPACE. NEW ELECTRIC LINE ADDING METAL FRAME FRONT DOOR GLASS, PAINT WALL AND PUT UP DISPLAY CASE AND COOLER FOR BEER.",2,-86.75933838,36.23237118,5009,37207,-9658005.37,4332642.576,Building Commercial Rehab
T2024026225,Building Commercial - New,"Automobile Convenience, Markets",3/22/2024 5:00,20000,13016 C OLD HICKORY BLVD,ANTIOCH,TN,LOT 2 MILMARNET SUB-DIVISION RESUB LOT 3,raquel maria rodriguez,CACN,CAF24M003,to place 2 storage sheds on site for existing business. not to be over any easements.    ***Plans have been reviewed and stamped.  Attachment has been uploaded in CityWorks.***,32,-86.62060968,36.01606292,5014,37013,-9642562.162,4302831.83,Building Commercial New
T2024027341,Building Commercial - New,"Automobile Sales, Used",3/26/2024 5:00,0,100 B BRIDGEWAY AVE,OLD HICKORY,TN,PT LOTS 15-16-17-18 & 19 RAYON CITY,jorge chacon,CACN,CAF26S001,to construct new 30x30 building on site to add auto sales use to existing repair shop. not to be over any easements.,11,-86.66320639,36.27072172,5022,37138,-9647304.006,4337936.489,Building Commercial New
T2024027426,Building Commercial - Tenant Finish Out,"Multifamily, Apt / Twnhome > 5 Unit Bldg",3/26/2024 5:00,4199746,915 DIVISION ST,NASHVILLE,TN,PT. LOT 2 EDGEHILL EST. SEC. 65,"YATES, W G & SONS CONSTRUCTION CO",CACT,CAA03R399,Finish out sub level 01 and 02/garage and BOH 16 STORY… … MIXED USE MULTI-FAMILY…,19,-86.78289449,36.15078731,5024,37203,-9660627.624,4321389.359,Building Commercial Tenant Finish Out
T2024027437,Building Commercial - Tenant Finish Out,"Multifamily, Apt / Twnhome > 5 Unit Bldg",3/26/2024 5:00,4104729,915 DIVISION ST,NASHVILLE,TN,PT. LOT 2 EDGEHILL EST. SEC. 65,"YATES, W G & SONS CONSTRUCTION CO",CACT,CAA03R399,Finish out levels 01 and 02/Mezzanine (garage and BOH) 16 STORY… … MIXED USE MULTI-FAMILY…,19,-86.78289449,36.15078731,5027,37203,-9660627.624,4321389.359,Building Commercial Tenant Finish Out
T2024027443,Building Commercial - Tenant Finish Out,"Multifamily, Apt / Twnhome > 5 Unit Bldg",3/26/2024 5:00,2181793,915 DIVISION ST,NASHVILLE,TN,PT. LOT 2 EDGEHILL EST. SEC. 65,"YATES, W G & SONS CONSTRUCTION CO",CACT,CAA03R399,"To finish out Level 3 FOH/BOH, Units, & amenity deck 16 STORY… … MIXED USE MULTI-FAMILY…",19,-86.78289449,36.15078731,5028,37203,-9660627.624,4321389.359,Building Commercial Tenant Finish Out
T2024027446,Building Commercial - Tenant Finish Out,"Multifamily, Apt / Twnhome > 5 Unit Bldg",3/26/2024 5:00,2020209,915 DIVISION ST,NASHVILLE,TN,PT. LOT 2 EDGEHILL EST. SEC. 65,"YATES, W G & SONS CONSTRUCTION CO",CACT,CAA03R399,To finish out level 4 16 STORY… … MIXED USE MULTI-FAMILY…,19,-86.78289449,36.15078731,5029,37203,-9660627.624,4321389.359,Building Commercial Tenant Finish Out
T2024027447,Building Commercial - Tenant Finish Out,"Multifamily, Apt / Twnhome > 5 Unit Bldg",3/26/2024 5:00,1855976,915 DIVISION ST,NASHVILLE,TN,PT. LOT 2 EDGEHILL EST. SEC. 65,"YATES, W G & SONS CONSTRUCTION CO",CACT,CAA03R399,To finish out level 5 16 STORY… … MIXED USE MULTI-FAMILY…,19,-86.78289449,36.15078731,5030,37203,-9660627.624,4321389.359,Building Commercial Tenant Finish Out
T2024027449,Building Commercial - Tenant Finish Out,"Multifamily, Apt / Twnhome > 5 Unit Bldg",3/26/2024 5:00,1855976,915 DIVISION ST,NASHVILLE,TN,PT. LOT 2 EDGEHILL EST. SEC. 65,"YATES, W G & SONS CONSTRUCTION CO",CACT,CAA03R399,To finish out level 06 16 STORY… … MIXED USE MULTI-FAMILY…,19,-86.78289449,36.15078731,5031,37203,-9660627.624,4321389.359,Building Commercial Tenant Finish Out
T2024027450,Building Commercial - Tenant Finish Out,"Multifamily, Apt / Twnhome > 5 Unit Bldg",3/26/2024 5:00,1855976,915 DIVISION ST,NASHVILLE,TN,PT. LOT 2 EDGEHILL EST. SEC. 65,"YATES, W G & SONS CONSTRUCTION CO",CACT,CAA03R399,To finish out level 7 16 STORY… … MIXED USE MULTI-FAMILY…,19,-86.78289449,36.15078731,5032,37203,-9660627.624,4321389.359,Building Commercial Tenant Finish Out
T2024027481,Building Commercial - Tenant Finish Out,"Multifamily, Apt / Twnhome > 5 Unit Bldg",3/26/2024 5:00,1855976,915 DIVISION ST,NASHVILLE,TN,PT. LOT 2 EDGEHILL EST. SEC. 65,"YATES, W G & SONS CONSTRUCTION CO",CACT,CAA03R399,To finish out level 08 16 STORY… … MIXED USE MULTI-FAMILY…,19,-86.78289449,36.15078731,5033,37203,-9660627.624,4321389.359,Building Commercial Tenant Finish Out
T2024027486,Building Commercial - Tenant Finish Out,"Multifamily, Apt / Twnhome > 5 Unit Bldg",3/26/2024 5:00,1855976,915 DIVISION ST,NASHVILLE,TN,PT. LOT 2 EDGEHILL EST. SEC. 65,"YATES, W G & SONS CONSTRUCTION CO",CACT,CAA03R399,To finish out level 09 16 STORY… … MIXED USE MULTI-FAMILY…,19,-86.78289449,36.15078731,5035,37203,-9660627.624,4321389.359,Building Commercial Tenant Finish Out
T2024027490,Building Commercial - Tenant Finish Out,"Multifamily, Apt / Twnhome > 5 Unit Bldg",3/26/2024 5:00,1855976,915 DIVISION ST,NASHVILLE,TN,PT. LOT 2 EDGEHILL EST. SEC. 65,"YATES, W G & SONS CONSTRUCTION CO",CACT,CAA03R399,To finish out level 10 16 STORY… … MIXED USE MULTI-FAMILY…,19,-86.78289449,36.15078731,5036,37203,-9660627.624,4321389.359,Building Commercial Tenant Finish Out
T2024027492,Building Commercial - Tenant Finish Out,"Multifamily, Apt / Twnhome > 5 Unit Bldg",3/26/2024 5:00,1855976,915 DIVISION ST,NASHVILLE,TN,PT. LOT 2 EDGEHILL EST. SEC. 65,"YATES, W G & SONS CONSTRUCTION CO",CACT,CAA03R399,To finish out level 11 16 STORY… … MIXED USE MULTI-FAMILY…,19,-86.78289449,36.15078731,5037,37203,-9660627.624,4321389.359,Building Commercial Tenant Finish Out
T2024027494,Building Commercial - Tenant Finish Out,"Multifamily, Apt / Twnhome > 5 Unit Bldg",3/26/2024 5:00,1855976,915 DIVISION ST,NASHVILLE,TN,PT. LOT 2 EDGEHILL EST. SEC. 65,"YATES, W G & SONS CONSTRUCTION CO",CACT,CAA03R399,To finish out level 12 16 STORY… … MIXED USE MULTI-FAMILY…,19,-86.78289449,36.15078731,5038,37203,-9660627.624,4321389.359,Building Commercial Tenant Finish Out
T2024027495,Building Commercial - Rehab,"Automobile Sales, Used",3/26/2024 5:00,0,436 MCNALLY DR,NASHVILLE,TN,LOT 30 SEC. 7 ALLIED IND. PARK,kamran haidari,CACR,CAF26S001,to use existing building for modern auto sales #2. must comply with 17.16.070(F).,26,-86.74041123,36.09287969,5039,37211,-9655898.409,4313409.012,Building Commercial Rehab
T2024027497,Building Commercial - Tenant Finish Out,"Multifamily, Apt / Twnhome > 5 Unit Bldg",3/26/2024 5:00,1855976,915 DIVISION ST,NASHVILLE,TN,PT. LOT 2 EDGEHILL EST. SEC. 65,"YATES, W G & SONS CONSTRUCTION CO",CACT,CAA03R399,To finish out level 13 16 STORY… … MIXED USE MULTI-FAMILY…,19,-86.78289449,36.15078731,5040,37203,-9660627.624,4321389.359,Building Commercial Tenant Finish Out
T2024027502,Building Commercial - Tenant Finish Out,"Multifamily, Apt / Twnhome > 5 Unit Bldg",3/26/2024 5:00,1855976,915 DIVISION ST,NASHVILLE,TN,PT. LOT 2 EDGEHILL EST. SEC. 65,"YATES, W G & SONS CONSTRUCTION CO",CACT,CAA03R399,To finish out level 14 16 STORY… … MIXED USE MULTI-FAMILY…,19,-86.78289449,36.15078731,5041,37203,-9660627.624,4321389.359,Building Commercial Tenant Finish Out
T2024027503,Building Commercial - Tenant Finish Out,"Multifamily, Apt / Twnhome > 5 Unit Bldg",3/26/2024 5:00,1855976,915 DIVISION ST,NASHVILLE,TN,PT. LOT 2 EDGEHILL EST. SEC. 65,"YATES, W G & SONS CONSTRUCTION CO",CACT,CAA03R399,To finish out level 15 16 STORY… … MIXED USE MULTI-FAMILY…,19,-86.78289449,36.15078731,5042,37203,-9660627.624,4321389.359,Building Commercial Tenant Finish Out
T2024027508,Building Commercial - Tenant Finish Out,"Multifamily, Apt / Twnhome > 5 Unit Bldg",3/26/2024 5:00,1855976,915 DIVISION ST,NASHVILLE,TN,PT. LOT 2 EDGEHILL EST. SEC. 65,"YATES, W G & SONS CONSTRUCTION CO",CACT,CAA03R399,To finish out level 16 16 STORY… … MIXED USE MULTI-FAMILY…,19,-86.78289449,36.15078731,5043,37203,-9660627.624,4321389.359,Building Commercial Tenant Finish Out
T2024027513,Building Commercial - Tenant Finish Out,"Multifamily, Apt / Twnhome > 5 Unit Bldg",3/26/2024 5:00,411457,915 DIVISION ST,NASHVILLE,TN,PT. LOT 2 EDGEHILL EST. SEC. 65,"YATES, W G & SONS CONSTRUCTION CO",CACT,CAA03R399,To finish out lower roof amenity 16 STORY… … MIXED USE MULTI-FAMILY…,19,-86.78289449,36.15078731,5044,37203,-9660627.624,4321389.359,Building Commercial Tenant Finish Out
T2024027514,Building Commercial - Tenant Finish Out,"Multifamily, Apt / Twnhome > 5 Unit Bldg",3/26/2024 5:00,50439,915 DIVISION ST,NASHVILLE,TN,PT. LOT 2 EDGEHILL EST. SEC. 65,"YATES, W G & SONS CONSTRUCTION CO",CACT,CAA03R399,To finish out roof 16 STORY… … MIXED USE MULTI-FAMILY…,19,-86.78289449,36.15078731,5045,37203,-9660627.624,4321389.359,Building Commercial Tenant Finish Out
T2024027551,Building Commercial - Rehab,"Commercial Amusement (In), Other",3/26/2024 5:00,5500,1003 BUCHANAN ST,NASHVILLE,TN,PT LOT 4 RESUB MCGAVOCK TOWN N NASH,valeria lopez,CACR,CAL03A999,to conduct renovations to existing building for ciao house event space as well restriping existing accessible parking. no change to footprint.  bb poc page pennington,21,-86.80348494,36.18029724,5046,37208,-9662919.743,4325458.438,Building Commercial Rehab
T2024027567,Building Commercial - Rehab,Hotel / Motel,3/26/2024 5:00,0,821 MURFREESBORO PIKE,NASHVILLE,TN,LOT 1 NARANJI V. PATEL ETUX SUB,jennifer crisp,CACR,CAF14R102,to conduct renovations to buildings 6 and 7. no change to footprint.,16,-86.72422716,36.13416003,5047,37217,-9654096.807,4319097.323,Building Commercial Rehab
T2024027587,Building Commercial - Addition,"Multifamily, Apt / Twnhome > 5 Unit Bldg",3/26/2024 5:00,0,1418 NAPOLEON ST,NASHVILLE,TN,UNIT 9 RAVEN AMENDED,sergio mota,CACA,CAA03R399,to construct covering over existing rooftop patio created  a 4th story. no change to footprint.,2,-86.77865058,36.19318064,5048,37207,-9660155.194,4327235.391,Building Commercial Addition
T2024027837,Building Commercial - Rehab,"General Office, Professional Services",3/27/2024 5:00,250000,618 GRASSMERE PARK 18,NASHVILLE,TN,LOT 2  GRASSMERE SEC 1 RESUB LOTS 1 & 2,kim deragon,CACR,CAD02B016,to conduct renovations to 4499SF of existing space for FSA lighting. no change to footprint.  bb poc kim deragon,26,-86.75211878,36.08572103,5049,37211,-9657201.688,4312422.873,Building Commercial Rehab
T2024027930,Building Commercial - Rehab,"Retail, Department / Retail Stores",3/27/2024 5:00,1238151,7665 HIGHWAY 70 S,NASHVILLE,TN,PT LOT 3 GALLERIES AT BELLEVUE RE-SUB LOTS 3&4,james hudson,CACR,CAF20M001,"to remove and replace existing retaining wall, drive isles for existing parking lot of home depot.  bb poc james hudson",22,-86.95386084,36.07685498,5051,37221,-9679659.511,4311201.658,Building Commercial Rehab
T2024027947,Building Commercial - Addition,Restaurant (Full Service),3/27/2024 5:00,15000,210 LOUISE AVE,NASHVILLE,TN,LOT 17 MADDIN,jackie bellar,CACA,CAF19A203,to construct patio cover over the front of existing restaurant for verna (formerly cafe coco). not to be over any easements.,19,-86.80493975,36.15189607,5052,37203,-9663081.691,4321542.216,Building Commercial Addition
T2024027990,Building Commercial - Rehab,"Warehouse, Storage S-1",3/27/2024 5:00,0,429 MCNALLY DR,NASHVILLE,TN,S. SIDE MCNALLY DR. W. OF NOLENSVILLE PK.,nancy gonzales,CACR,CAH10S001,to install storage racks into existing warehouse. no change to footprint.,26,-86.74041598,36.09190428,5054,37211,-9655898.938,4313274.639,Building Commercial Rehab
T2024028099,Building Commercial - Addition,"Retail, Department / Retail Stores",3/27/2024 5:00,0,1501 ROBINSON RD,OLD HICKORY,TN,NS OF ROBINSON RD E OF MERRITT ST,jamie baker,CACA,CAF20M001,"to enclose existing canopy for whatcha got jamie. no change to footprint, enclosing canopy only.",11,-86.65149969,36.25486287,5057,37138,-9646000.822,4335747.016,Building Commercial Addition
T2024028389,Building Commercial - Rehab,"Leasing / Sales Office, Other",3/28/2024 5:00,24900,3000 WILTSHIRE PARK PL,HERMITAGE,TN,UNIT B HOMES AT PARK AT WILTSHIRE LT 1,vanda lill,CACR,CAD03B000,to convert garage of model home into design center for development. will pull a separate permit to convert back to garage when home is sold. no change to footprint.  bb poc vanda lill,12,-86.5838437,36.14936057,5061,37076,-9638469.392,4321192.666,Building Commercial Rehab
T2024028828,Building Commercial - Addition,"Personal Care Svcs, Hair/ Nail Salon",3/29/2024 5:00,1900000,4912 CHARLOTTE AVE,NASHVILLE,TN,LOT 813 BLK 113 WEST NASHVILLE NO 1,andy friedl,CACA,CAF18B012,selective demolition and construction vertical addition and new exterior façade with interior renovations. no change to footprint.  bb poc andy friedl,24,-86.8466317,36.15221761,5068,37209,-9667722.818,4321586.545,Building Commercial Addition
T2024028851,Building Commercial - Rehab,"Hospital, Institutional I-2",3/29/2024 5:00,6050000,2200 CHILDRENS WAY,NASHVILLE,TN,"LOTS IN MURRAY SUB, DIXIE PL SUB, PLUMR SUB, VUMC SUB AND ELISTON SUB &PT CL AL",greg thorne,CACR,CAE02I002,to conduct renovations to 6 OR rooms on 3rd floor of children's hospital. no change to footprint.  bb poc greg thorne,18,-86.80242635,36.13912868,5069,37212,-9662801.901,4319782.19,Building Commercial Rehab
T2024028844,Building Commercial - New,"Automobile Convenience, Markets",3/29/2024 5:00,2000,2398 ANTIOCH PIKE,ANTIOCH,TN,E/S ANTIOCH PK S OF REEVES RD,many melgar,CACN,CAF24M003,to construct 14x14 covered patio area to the rear for manys Caribbean food truck. not to be over any easements. 10 ft minimum setback along adjacent property lines.,28,-86.67279025,36.06084018,5070,37013,-9648370.876,4308996.12,Building Commercial New
T2024029386,Building Commercial - Rehab,"Automobile Sales, New",4/1/2024 5:00,575000,1550 GALLATIN PIKE N,MADISON,TN,LOT 4 RESUB LOT 4 RIVERGATE SQ RETAIL CENTER,ROSE CONSTRUCTION INC,CACR,CAF25S001,Cosmetic renovation required by Nissan (NREDI 2.0).  This work will mainly be new finishes & updating the existing new/used auto sales dealership. N o expansion of existing building footprint.  The items to be done consist of:  Demo previous Nissan branding & other items; Add & exchange new interior doors; Four (4) new overhead doors; Replace portion of exterior veneer - ACM Panels; New exterior & interior paint;  New cabinetry; Install window film; Site paving;  Clean HVAC diffusers; Exchange some light fixtures & install new light bulbs. POC: Keith Caywood 615-394-0379  bb poc david curtze,10,-86.70486101,36.29057333,5081,37115,-9651940.977,4340677.828,Building Commercial Rehab
T2024029793,Building Commercial - Rehab,"Personal Care Svcs, Hair/ Nail Salon",4/2/2024 5:00,50000,405 MADISON STATION BLVD,MADISON,TN,PT LOTS 17 & 18 DOUGLAS-LEVINE,crystal morgan,CACR,CAF18B012,to conduct interior renovations to existing building for june salon suites. no change to fooptrint.    ***Plans have been reviewed and stamped.  Attachment has been uploaded in CityWorks.***,9,-86.71579063,36.2593888,5089,37115,-9653157.657,4336371.821,Building Commercial Rehab
T2024029802,Building Commercial - Rehab,Restaurant (Full Service),4/2/2024 5:00,0,212 BROADWAY,NASHVILLE,TN,P/O LOT 30 ORIGINAL TOWN OF NASHVILLE,christopher scales,CACR,CAF19A203,To demolish and remove rooftop equipment for future  Raising Cane's  restaurant. not to be buried or burned on site.....  …..Stamped Plan Review Plans Attached To CityWorks...………...NEED CONSTRUCTION COST...……………………………,19,-86.77596137,36.161742,5090,37201,-9659855.833,4322899.705,Building Commercial Rehab
T2024029832,Building Commercial - Addition,Restaurant (Full Service),4/2/2024 5:00,0,1405 GALLATIN AVE,NASHVILLE,TN,PT LOTS 1 & 2 ROBINSON SUB BROWNSVILLE,matthew bell,CACA,CAF19A203,"to construct rear bathroom addition on the 2nd floor, 700SF of deck, and 2 staircases with interior renovations to existing portion of building for strega. not to be over any easements.",6,-86.74350782,36.19390845,5092,37206,-9656243.12,4327335.784,Building Commercial Addition
T2024029837,Building Commercial - New,Restaurant (Full Service),4/2/2024 5:00,0,1405 GALLATIN AVE,NASHVILLE,TN,PT LOTS 1 & 2 ROBINSON SUB BROWNSVILLE,matthew bell,CACN,CAF19A203,to construct walk in cooler to the rear of existing building. not to be over any easements.,6,-86.74350782,36.19390845,5093,37206,-9656243.12,4327335.784,Building Commercial New
T2024029839,Building Commercial - New,Restaurant (Full Service),4/2/2024 5:00,0,1405 GALLATIN AVE,NASHVILLE,TN,PT LOTS 1 & 2 ROBINSON SUB BROWNSVILLE,matthew bell,CACN,CAF19A203,to construct 22x55 shed roof style carport to the rear of existing building for strega. not to be over any easements.,6,-86.74350782,36.19390845,5094,37206,-9656243.12,4327335.784,Building Commercial New
T2024030832,Building Commercial - Rehab,"Retail, Department / Retail Stores",4/4/2024 5:00,0,361 OPRY MILLS DR,NASHVILLE,TN,LOT 1 GAYLORD ENTERTAINMENT CO.SUB. REV 1,cortland williams,CACR,CAF20M001,to conduct renovations to space 107 for sold out. no change to footprint.  bb poc Cortland Williams,15,-86.69217473,36.20047632,5111,37214,-9650528.747,4328241.783,Building Commercial Rehab
T2024030858,Building Commercial - Rehab,Hotel / Motel,4/4/2024 5:00,0,541 GREAT CIRCLE RD,NASHVILLE,TN,LOT 30 METROCENTER RESUB LT 30 SEC 2 & LT 32 SEC 20,kiana redding,CACR,CAF14R102,"to conduct renovations to 8 units in an apartment building and convert to a hotel. Units, 319, 124, 422, 203,  305, 432, 117, 328. no change to footprint.",2,-86.80893681,36.19708143,5112,37228,-9663526.642,4327773.469,Building Commercial Rehab
