Permit #,Permit Type Description,Permit Subtype Description,Parcel,Date Entered,Date Issued,Construction Cost,Address,City,State,Subdivision Lot,Contact,Permit Type,Permit SubType,IVR Tracking,Purpose,Council District,Lon,Lat,ObjectId,Zip Code,x,y,Permit Description
T2024059316,Building Residential - New,"Accessory Structure, Pools - Residential",11702005500,6/27/2024 5:00,,320714,3029 B NEW NATCHEZ TRCE,NASHVILLE,TN,PT LOT 11 STOKES TRACT BLK 5,Milosi,CARN,CAA14U017,4542984,"To construct a 14' X 47' inground pool and 8' X 8' raised hot tub with water wall screening pool equipment pad. See Plan dated: 6.11.24    Proposed Pool House Pavilion to be constructed under separate permit.  Any renovations to single-family dwelling to be completed under separate permit: garage structural post and renovation of the upstairs porch and demo. Hardscape/fencing improvements do not require a building permit. Proposed driveway requires NDOT approval and permit (not part of this permit review). Proposed site grading/sanitary sewer lines needs to be addressed through Metro Water services not part of this permit. Grading review for pool installation only.    THE HOLDER OF THIS PERMIT HEREBY CERTIFIES THAT ALL CONSTRUCTION AND DEMOLITION WASTE WILL BE DISPOSED IN AN APPROVED LANDFILL. THE HOLDER OF THIS PERMIT ALSO CERTIFIES THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE.    FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.",24,-86.82201703,36.12028852,4515,37215,-9664982.725,4317185.535,Building Residential New
T2024059388,Building Residential - Addition,Single Family Residence,10613005000,6/27/2024 5:00,,14674,2023 ROSEMARY LN,NASHVILLE,TN,LOT 56 SEC 1 WOODYCREST,JOHN STEENLAND,CARA,CAA01R301,4543139,Adding deck to home 7.5'ft X 12'ft (90 sq. ft.). Installing 3 awnings above exterior doors 3.5'ft  X 4' ft. Adding two garden windows. Adding attic storage and installing soffit on front and back of house.  THE HOLDER OF THIS PERMIT HEREBY CERTIFIES THAT ALL CONSTRUCTION AND DEMOLITION WASTE WILL BE DISPOSED IN AN APPROVED LANDFILL. THE HOLDER OF THIS PERMIT ALSO CERTIFIES THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE.,16,-86.75041365,36.12836358,4517,37210,-9657011.874,4318298.408,Building Residential Addition
T2024059555,Building Residential - Addition,Single Family Residence,10308020000,6/27/2024 5:00,,275000,4120 ABERDEEN RD,NASHVILLE,TN,LOT 10 BLK K CHEROKEE PARK,BOOTSTRAP ARCHITECTURE + CONSTRUCTION LLC,CARA,CAA01R301,4543385,"To demolish an existing screened porch and interior demolition for renovation of existing single-family dwelling. To renovated the interior of an existing two-story single-family dwelling and to construct a 120 sf addition on the main level, and 150 sf addition on the upper level. To also construct 250 sf deck and covered porch per plan. Not to be constructed over or obstruct any easements. To maintain single-family dwelling unit. Must be constructed consistent with Historic Zoning Commission Permit #2023069186. Structure height and setbacks as approved by HZC.    THE HOLDER OF THIS PERMIT HEREBY CERTIFIES THAT ALL CONSTRUCTION AND DEMOLITION WASTE WILL BE DISPOSED IN AN APPROVED LANDFILL. THE HOLDER OF THIS PERMIT ALSO CERTIFIES THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE.    FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.",24,-86.83983068,36.13683949,4518,37205,-9666965.732,4319466.648,Building Residential Addition
T2024059728,Building Residential - New,"Accessory Structure, Shed / Storage Bldg",049150G00200CO,6/28/2024 5:00,,7728,559 GREEN LN,WHITES CREEK,TN,UNIT 559 557 & 559 GREEN LANE TOWNHOMES,Lauren Hilton,CARN,CAA14U011,4543642,"To construct a 10' ft X 16' ft storage shed (160 sq ft). Minimum side setback 3' ft. Minimum rear setback 3 ft.  Not to be constructed over any easements.   Not to be used as additional living/sleeping quarters, detached accessory dwelling unit or for commercial purposes not authorized by the Metro Zoning Code.  THE HOLDER OF THIS PERMIT HEREBY CERTIFIES THAT ALL CONSTRUCTION AND DEMOLITION WASTE WILL BE DISPOSED IN AN APPROVED LANDFILL. THE HOLDER OF THIS PERMIT ALSO CERTIFIES THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE.*****RESTRICTIVE COVENANT FOR DETACHED STRUTURE 20240813-0061192",1,-86.81323056,36.23632807,4520,37189,-9664004.62,4333188.665,Building Residential New
T2024059810,Building Residential - Addition,"Accessory Structure, Shed / Storage Bldg",117070A15500CO,6/28/2024 5:00,,0,2136 GOLF CLUB LN,NASHVILLE,TN,UNIT 155 GLOUCESTER SQUARE,GREAT DAY IMPROVEMENTS LLC,CARA,CAA14U011,4543782,"Web applicant initiated incorrect permit subtype. Please resubmit new application with subtype; single family residence. (CARA Addition, correct)    Permit application to be canceled.     Should you need clarification please e-mail zoninghelpdesk@nashville.gov  make sure that you provide the permit number in the subject line.      Build an engineered sunroom on existing deck",24,-86.81101922,36.11889388,4523,37215,-9663758.455,4316993.343,Building Residential Addition
T2024060298,Building Residential - New,Single Family Residence,8314009300,7/1/2024 5:00,,380129,1913 RUSSELL ST,NASHVILLE,TN,LOT 76 BLK D PRIEST HOME,GILL DESIGN & CONSTRUCTION LLC,CARN,CAA01R301,4544658,"to construct 2793SF single family residence with 815SF porches. 5' min. side setback, 20' min. rear setback, front setback at ' per avg. not to be over any easements.  must comply with historic permit.  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*  For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",6,-86.73569091,36.17400139,4525,37206,-9655372.946,4324590.184,Building Residential New
T2024060466,Building Residential - Addition,Single Family Residence,10415044200,7/1/2024 5:00,,245793,2014 SWEETBRIAR AVE,NASHVILLE,TN,LOT 2 SWEETBRIAR PLACE,"CHERRY, RANDELL CONSTRUCTION LLC",CARA,CAA01R301,4544975,"to construct a single family addition to rear of residence of 1664 SF of heated/cooled space, 614 SF garage, and 596 SF of porches/decks. must comply with historic permit. not to be over any easements.",18,-86.80356573,36.12596576,4527,37212,-9662928.736,4317967.938,Building Residential Addition
T2024060460,Building Residential - New,Detached Accessory Dwelling Unit,9213009800,7/1/2024 5:00,,118339,3320 B PARK AVE,NASHVILLE,TN,LOT 5 BLK 6 CHARLOTTE PK 2ND ADDN,JACKSON BUILDERS LLC,CARN,CAA11R301,4544969,to construct an detached accessory dwelling unit with 698 SF of living space and 698 SF garage,24,-86.82527663,36.15201191,4528,37209,-9665345.582,4321558.186,Building Residential New
T2024060492,Building Residential - New,Single Family Residence,070091F00200CO,7/2/2024 5:00,,280591,3224 A CURTIS ST,NASHVILLE,TN,UNIT A HOMES AT 3224 CURTIS AMENDED,TurnKey Builders LLC,CARN,CAA01R301,4545018,"To construct single family Unit A residence with 2104 sqft of living area, 257 sqft of porches area, and 271 sqft of garage area. Minimum: 37.4' street/front contextual setback; 5’ side setbacks and, 20’ rear setback. Shall not exceed 3 stories in height. Must conform to all easements on property. Total building coverage on parcel not to exceed . Sidewalks are not required. Individual single and two-family lot tree density standards apply pursuant to M.C.L. 17.24.100, including at least one two-inch caliper tree for each thirty feet of lot frontage (or portion thereof), excluding alley frontage. Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) × 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage. No construction and/or demolition waste shall be stored on the property all such waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.",2,-86.83109699,36.20063836,4529,37218,-9665993.502,4328264.137,Building Residential New
T2024060588,Building Residential - Addition,"Accessory Structure, Decks",135140A02700CO,7/2/2024 5:00,,36352,1128 WHITE MOUNTAIN LN,ANTIOCH,TN,LOT 27 PINNACLE POINT SUB PHASE 2,GUERRERO CONSTRUCTION LLC,CARA,CAA14U015,4545192,"To remove existing deck and construct 260 sqft screen porch addition off, and a 200 sqft open deck off the rear of existing single-family residence. 10’ minimum side setback, 20’ minimum rear setback. No second kitchen, to remain single family residence. Not to build over or obstruct easements.",28,-86.65489063,36.0827604,4531,37013,-9646378.3,4312015.059,Building Residential Addition
T2024060597,Building Residential - New,Duplex,083041N00100CO,7/2/2024 5:00,,283044,335 A MCKENNELL DR,NASHVILLE,TN,UNIT A HOMES AT 335 MCKENNELL AVENUE,M SQUARED LLC,CARN,CAA02R302,4545215,"To construct Unit A single family duplex residence with 2180 sqft of living area, 21 sqft of front porch, 120 sqft rear deck area, and 247 sqft of garage area. Minimum: 20' street/front contextual setback; 5’ side setbacks and, 20’ rear setback. Shall not exceed 3 stories in height. Must conform to all easements on property. Total building coverage on parcel not to exceed . Sidewalks are not required. Individual single and two-family lot tree density standards apply pursuant to M.C.L. 17.24.100, including at least one two-inch caliper tree for each thirty feet of lot frontage (or portion thereof), excluding alley frontage. Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) × 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage. No construction and/or demolition waste shall be stored on the property all such waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.",6,-86.72033756,36.19015241,4532,37206,-9653663.819,4326817.694,Building Residential New
T2024060647,Building Residential - New,"Accessory Structure, Shed / Storage Bldg",126150B29800CO,7/2/2024 5:00,,5796,8104 BOONE TRCE,NASHVILLE,TN,LOT 90 LEXINGTON POINT SEC. 4,TUFF SHED INC,CARN,CAA14U011,4545268,"To construct an 10ft x 12ft detached shed, to be placed in the rear of the primary structure. Not to be used as a living quarter, sleeping quarters, nor any commercial activities. Rear setback is 20ft, and side setbacks are 10ft.",35,-87.01132086,36.08826079,4533,37221,-9686055.931,4312772.727,Building Residential New
T2024060648,Building Residential - New,Duplex,083041N00200CO,7/2/2024 5:00,,283044,335 B MCKENNELL DR,NASHVILLE,TN,UNIT B HOMES AT 335 MCKENNELL AVENUE,M SQUARED LLC,CARN,CAA02R302,4545276,"To construct Unit B single family duplex residence with 2180 sqft of living area, 21 sqft of front porch, 120 sqft rear deck area, and 247 sqft of garage area. Minimum: 20' street/front contextual setback; 5’ side setbacks and, 20’ rear setback. Shall not exceed 3 stories in height. Must conform to all easements on property. Total building coverage on parcel not to exceed . Sidewalks are not required. Individual single and two-family lot tree density standards apply pursuant to M.C.L. 17.24.100, including at least one two-inch caliper tree for each thirty feet of lot frontage (or portion thereof), excluding alley frontage. Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) × 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage. No construction and/or demolition waste shall be stored on the property all such waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.",6,-86.72034434,36.19010617,4534,37206,-9653664.573,4326811.316,Building Residential New
T2024060660,Building Residential - New,"Accessory Structure, Garage",11508005800,7/2/2024 5:00,,425500,730 B VOSSWOOD DR,NASHVILLE,TN,LOT 234 SEC H WEST MEADE FARMS,"KINGSTON GROUP, LLC, THE",CARN,CAA14U009,4545288,"Construct a one-story 792 square foot detached pool house structure without sleeping quarters, but includes a bathroom, a small kitchenette area, and storage. Approximate construction value is $425,500. Inspections needed will be foundation, framing, electrical, mechanical, plumbing, and final. Proposed erosion control fencing is marked on site plan.****restrictive covenant for detached structure 20240827-0065844",23,-86.87971157,36.11502626,4535,37205,-9671405.252,4316460.373,Building Residential New
T2024060859,Building Residential - Addition,Single Family Residence,8310035100,7/2/2024 5:00,,80000,616 SKYVIEW DR,NASHVILLE,TN,LOT 39 ROLLING ACRES,BUILDING COMPANY NUMBER 7 LLC,CARA,CAA01R301,4545592,to construct a single family addition of 624 SF to single family residence and interior renovation.,6,-86.73220747,36.17882057,4536,37206,-9654985.171,4325254.786,Building Residential Addition
T2024060986,Building Residential - New,Single Family Residence,070091F00100CO,7/3/2024 5:00,,268556,3224 B CURTIS ST,NASHVILLE,TN,UNIT B HOMES AT 3224 CURTIS AMENDED,TurnKey Builders LLC,CARN,CAA01R301,4545882,"To construct a single family home with 1939 sq ft heated and cooled space with 693 sq ft of porches and garages. Max height at 24.75 FT(17.12.020A. Note-4). Minimum 5' ft side setback. Minimum 20 ft rear setback. Minimum front contextual setback at 37.4' ft. Minimum distances between homes is 6' ft.     THE HOLDER OF THIS PERMIT HEREBY CERTIFIES THAT ALL CONSTRUCTION AND DEMOLITION WASTE WILL BE DISPOSED IN AN APPROVED LANDFILL. THE HOLDER OF THIS PERMIT ALSO CERTIFIES THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE.    FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.",2,-86.83115937,36.20067454,4537,37218,-9666000.446,4328269.128,Building Residential New
T2024061059,Building Residential - New,Single Family Residence,7005004200,7/3/2024 5:00,,273295,3104 ALPINE PARK BLVD,NASHVILLE,TN,LOT 7 ALPINE TERRACE,Mitchell Builders Group,CARN,CAA01R301,4545965,"To construct a single family home  with 2098 sq ft of living area and 392 sq ft of garage space.  Minimum side setbacks are 5 ft. Minimum rear setbacks are 20 ft. And minimum front setback from right of way is This is for one home - home A - only. THE HOLDER OF THIS PERMIT HEREBY CERTIFIES THAT ALL CONSTRUCTION AND DEMOLITION WASTE WILL BE DISPOSED IN AN APPROVED LANDFILL. THE HOLDER OF THIS PERMIT ALSO CERTIFIES THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE.    FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.",2,-86.82796403,36.20338922,4538,37218,-9665644.742,4328643.625,Building Residential New
T2024061408,Building Residential - New,Single Family Residence,044140K00200CO,7/3/2024 5:00,,168025,229 B MARTINGALE DR,OLD HICKORY,TN,UNIT B HOMES AT 229 MARTINGALE DRIVE,COBALT VENTURES LLC,CARN,CAA01R301,4546459,"To construct a two-story single-family dwelling containing 1358sf conditioned space, 70sf of covered porches. 31' average front setback, 5’ min side setback, and 20’ min rear setback. MAX height 27' ft from finished grade. Not to be over any easements. Individual single and two-family lot tree density standards apply pursuant to M.C.L. 17.24.100, including at least one two-inch caliper tree for each thirty feet of lot frontage (or portion thereof), excluding alley frontage in regard to metro council bill 2017-835. Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24 h × 36 w sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage. The holder of this permit hereby certifies that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill. The holder of this permit also certifies that no construction or demolition waste shall be stored on the property in violation of any provisions of the metropolitan code.",11,-86.65712666,36.26088319,4539,37138,-9646627.213,4336578.129,Building Residential New
T2024061412,Building Residential - New,"Multifamily, Townhome",082120K00200CO,7/3/2024 5:00,,267522,110 B MYRTLE ST,NASHVILLE,TN,UNIT B LOCKEWOOD MYRTLE HOMEOWNERS ASSCIATION INC AMENDED,HARPETH VALLEY HOMES LLC,CARN,CAA03R301,4546488,"NEW TOWNHOUSE UNIT ON SLAB FOUNDATION MEASURING 2,081 SF WITH A GARAGE OF 427 SF, FRONT PORCH OF 32 SF, REAR PORCH OF 25 SF, BALCONY OF 47 SF AND ROOFTOP DECK OF 346 SF. MINIMUM REQUIRED SETBACKS: 30' STREET, 20' REAR, 5' SIDE.",5,-86.75643513,36.17817776,4540,37206,-9657682.182,4325166.135,Building Residential New
T2024061414,Building Residential - Addition,"Accessory Structure, Decks",14501002600,7/3/2024 5:00,,73175,4709 STUART GLEN DR,NASHVILLE,TN,LOT 10 STUART GLEN SUB SEC 2,"ARCHADECK OF NASHVILLE, HENDERSON ENTERPRISE LLC DBA",CARA,CAA14U015,4546486,"Archadeck to build custom sized attached deck with footers to grade utilizing pressure treated 6”x6” posts, TimberTech composite decking in the color of Natural White Oak with Rustic Elm parting board and picture framing, hidden fasteners and horizontal 1”x6” skirting. Railing will be Fortress Fe26 iron railing in the color of Black Matte. 48” stairs will be added with LED dot lights in every other riser.",34,-86.82443764,36.0798786,4541,37215,-9665252.187,4311618.118,Building Residential Addition
T2024061418,Building Residential - New,"Multifamily, Townhome",082120K00300CO,7/3/2024 5:00,,256244,110 C MYRTLE ST,NASHVILLE,TN,UNIT C LOCKEWOOD MYRTLE HOMEOWNERS ASSCIATION INC AMENDED,HARPETH VALLEY HOMES LLC,CARN,CAA03R301,4546495,"NEW TOWNHOUSE UNIT ON SLAB FOUNDATION MEASURING 2,087 SF WITH A GARAGE OF 398 SF, FRONT PORCH OF 35 SF AND ROOFTOP DECK OF 549 SF. MINIMUM REQUIRED SETBACKS: 30' STREET, 20' REAR, 5' SIDE.",5,-86.7563511,36.17837038,4542,37206,-9657672.828,4325192.7,Building Residential New
T2024061420,Building Residential - New,"Multifamily, Townhome",082120K00400CO,7/3/2024 5:00,,269001,110 D MYRTLE ST,NASHVILLE,TN,UNIT D LOCKEWOOD MYRTLE HOMEOWNERS ASSCIATION INC AMENDED,HARPETH VALLEY HOMES LLC,CARN,CAA03R301,4546501,"NEW TOWNHOUSE UNIT ON SLAB FOUNDATION MEASURING 1,910 SF WITH A GARAGE OF 406 SF, FRONT PORCH OF 28 SF, REAR PORCH OF 27 SF AND ROOFTOP DECK OF 628 SF. MINIMUM REQUIRED SETBACKS: 30' STREET, 20' REAR, 5' SIDE.",5,-86.75630797,36.17838613,4543,37206,-9657668.026,4325194.872,Building Residential New
T2024061421,Building Residential - New,"Multifamily, Townhome",082120K00500CO,7/3/2024 5:00,,252804,110 E MYRTLE ST,NASHVILLE,TN,UNIT E LOCKEWOOD MYRTLE HOMEOWNERS ASSCIATION INC AMENDED,HARPETH VALLEY HOMES LLC,CARN,CAA03R301,4546504,"NEW TOWNHOUSE UNIT ON SLAB FOUNDATION MEASURING 1,910 SF WITH A GARAGE OF 406 SF, FRONT PORCH OF 28 SF, REAR PORCH OF 27 SF AND ROOFTOP DECK OF 628 SF. MINIMUM REQUIRED SETBACKS: 30' STREET, 20' REAR, 5' SIDE.",5,-86.75640184,36.17835599,4544,37206,-9657678.476,4325190.715,Building Residential New
T2024061425,Building Residential - New,"Multifamily, Townhome",082120K00600CO,7/3/2024 5:00,,252804,110 F MYRTLE ST,NASHVILLE,TN,UNIT F LOCKEWOOD MYRTLE HOMEOWNERS ASSCIATION INC AMENDED,HARPETH VALLEY HOMES LLC,CARN,CAA03R301,4546508,"NEW TOWNHOUSE UNIT ON SLAB FOUNDATION MEASURING 1,910 SF WITH A GARAGE OF 406 SF, FRONT PORCH OF 28 SF, REAR PORCH OF 27 SF AND ROOFTOP DECK OF 628 SF. MINIMUM REQUIRED SETBACKS: 30' STREET, 20' REAR, 5' SIDE.",5,-86.7564652,36.17833699,4545,37206,-9657685.529,4325188.095,Building Residential New
T2024061431,Building Residential - New,"Multifamily, Townhome",082120K00700CO,7/3/2024 5:00,,252804,110 G MYRTLE ST,NASHVILLE,TN,UNIT G LOCKEWOOD MYRTLE HOMEOWNERS ASSCIATION INC AMENDED,HARPETH VALLEY HOMES LLC,CARN,CAA03R301,4546513,"NEW TOWNHOUSE UNIT ON SLAB FOUNDATION MEASURING 1,910 SF WITH A GARAGE OF 406 SF, FRONT PORCH OF 28 SF, REAR PORCH OF 27 SF AND ROOFTOP DECK OF 628 SF. MINIMUM REQUIRED SETBACKS: 30' STREET, 20' REAR, 5' SIDE.",5,-86.75651968,36.17831376,4546,37206,-9657691.594,4325184.891,Building Residential New
T2024061436,Building Residential - New,"Multifamily, Townhome",082120K00800CO,7/3/2024 5:00,,253950,110 H MYRTLE ST,NASHVILLE,TN,UNIT H LOCKEWOOD MYRTLE HOMEOWNERS ASSCIATION INC AMENDED,HARPETH VALLEY HOMES LLC,CARN,CAA03R301,4546518,"NEW TOWNHOUSE UNIT ON SLAB FOUNDATION MEASURING 1,954 SF WITH A GARAGE OF 398 SF, FRONT PORCH OF 22 SF, REAR PORCH OF 30 SF AND ROOFTOP DECK OF 492 SF. MINIMUM REQUIRED SETBACKS: 30' STREET, 20' REAR, 5' SIDE.",5,-86.75657629,36.17829695,4547,37206,-9657697.896,4325182.573,Building Residential New
T2024061467,Building Residential - New,Single Family Residence,148080B02600CO,7/3/2024 5:00,,278720,4725 LONG BR,ANTIOCH,TN,LOT 26 ALDWYCH VILLAGE PH 2 SEC 2,UNITED VETERANS CONSTRUCTION INC,CARN,CAA01R301,4546558,"To construct a single family home with 2130 sq ft of living space with 424 sq ft garage and porches. Minimum side setback is 5' ft. Minimum front setback is 20' ft. Minimum rear setback is 20' ft. THE HOLDER OF THIS PERMIT HEREBY CERTIFIES THAT ALL CONSTRUCTION AND DEMOLITION WASTE WILL BE DISPOSED IN AN APPROVED LANDFILL. THE HOLDER OF THIS PERMIT ALSO CERTIFIES THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE. FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.",28,-86.67360469,36.07599137,4548,37013,-9648461.539,4311082.712,Building Residential New
T2024061493,Building Residential - Addition,Single Family Residence,7009015500,7/3/2024 5:00,,87293,2226 VALLEY AVE,NASHVILLE,TN,E. SIDE VALLEY AVE S. OF CURTIS ST.,"DAWKINS CONTRACTING, LLC",CARA,CAA01R301,4546605,"We will be adding 2 bedrooms and  1 /2 bathrooms to existing house addition size is 18 x 40.  R10 Zoning.  remains single family residence.  5' min side s/b; 20' min rear s/b.  only one kitchen allowed in residence.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",2,-86.83283512,36.19957967,4550,37218,-9666186.99,4328118.091,Building Residential Addition
T2024061496,Building Residential - New,Single Family Residence,148080B02900CO,7/3/2024 5:00,,291989,4737 LONG BR,ANTIOCH,TN,LOT 29  ALDWYCH VILLAGE PH 2 SEC 2,UNITED VETERANS CONSTRUCTION INC,CARN,CAA01R301,4546608,"To construct a single family home with 2249 sq ft of living space with 400 sq ft garage and porches. Minimum side setback is 5' ft. Minimum front setback is 20' ft. Minimum rear setback is 20' ft. THE HOLDER OF THIS PERMIT HEREBY CERTIFIES THAT ALL CONSTRUCTION AND DEMOLITION WASTE WILL BE DISPOSED IN AN APPROVED LANDFILL. THE HOLDER OF THIS PERMIT ALSO CERTIFIES THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE. FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.",28,-86.67362786,36.07639689,4551,37013,-9648464.119,4311138.565,Building Residential New
T2024061499,Building Residential - New,Single Family Residence,148080B03600CO,7/3/2024 5:00,,280850,4746 LONG BR,ANTIOCH,TN,LOT 36  ALDWYCH VILLAGE PH 2 SEC 2,UNITED VETERANS CONSTRUCTION INC,CARN,CAA01R301,4546611,"To construct a single family home with 2130 sq ft of living space with 424 sq ft garage and porches. Minimum side setback is 5' ft. Minimum front setback is 20' ft. Minimum rear setback is 20' ft. THE HOLDER OF THIS PERMIT HEREBY CERTIFIES THAT ALL CONSTRUCTION AND DEMOLITION WASTE WILL BE DISPOSED IN AN APPROVED LANDFILL. THE HOLDER OF THIS PERMIT ALSO CERTIFIES THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE. FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.",28,-86.67341031,36.07685879,4552,37013,-9648439.901,4311202.183,Building Residential New
T2024061501,Building Residential - New,Single Family Residence,148080B03700CO,7/3/2024 5:00,,278720,4742 LONG BR,ANTIOCH,TN,LOT 37  ALDWYCH VILLAGE PH 2 SEC 2,UNITED VETERANS CONSTRUCTION INC,CARN,CAA01R301,4546614,"To construct a single family home with 2130 sq ft of living space with 424 sq ft garage and porches. Minimum side setback is 5' ft. Minimum front setback is 20' ft. Minimum rear setback is 20' ft. THE HOLDER OF THIS PERMIT HEREBY CERTIFIES THAT ALL CONSTRUCTION AND DEMOLITION WASTE WILL BE DISPOSED IN AN APPROVED LANDFILL. THE HOLDER OF THIS PERMIT ALSO CERTIFIES THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE. FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.",28,-86.67335093,36.07676385,4553,37013,-9648433.291,4311189.107,Building Residential New
